Source DB	GenBank ID	END3	END5	Gene Symbol	Allele	Drug Family	Drug Class	Sub Drug Class	Parent Allele	Parent Allele Family	SNP	Protein ID	Unirprot	Gene Aliases	Organism ID	PHYLUM	CLASS	ORDER	FAMILY	GENUS	SPECIES	STRAIN	Plasmid	Bioproject	Biosample
>Lahey	AY494945.1	1310	2449	blaDHA	3	Beta-lactam	Class_C_AmpC		DHA			AAR87489.1	Q6RSD5		573	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae		pKP3		
>Lahey	KM087847.1	1	1140	blaDHA	21	Beta-lactam	Class_C_AmpC		DHA			AIT76100.1	A0A097J9G9	blaDHA-21	582	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	Morganella morganii 	981440			
>Lahey	Y16410.1	987	2126	blaDHA	1	Beta-lactam	Class_C_AmpC		DHA			CAA76196.1	O54216	AmpC bla MOR-1 (DHA-1) bladha-1	149539	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella choleraesuis	KF92			
>Lahey	HQ322612.1	1	1140	blaDHA	6	Beta-lactam	Class_C_AmpC		DHA			ADT91161.1	E7DRN1	blaDHA-6	562	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	30021	pHVH-2885		
>Lahey	HQ456945.1	1	1140	blaDHA	7	Beta-lactam	Class_C_AmpC		DHA			ADQ00385.1	E5LMG2	blaDHA-7	550	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	30034	pHVH-1986		
>Lahey	KJ207201.1	952	2091	blaDHA	9	Beta-lactam	Class_C_AmpC		DHA			AHL39320.1	W8PWX8	blaDHA-9	582	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	Morganella morganii 	W1021			
>Lahey	EU496816.1	1	1140	blaCMY	33	Beta-lactam	Class_C_Carbapenemase		CMY			ACA97847.1	B1PVT2		562	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	1285			
>Lahey	KM087854.1	1	1140	blaDHA	14	Beta-lactam	Class_C_AmpC		DHA			AIT76107.1	A0ESE9	ampC blaDHA-14	582	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	Morganella morganii 	927865			
>Lahey	KM087848.1	1	1140	blaDHA	20	Beta-lactam	Class_C_AmpC		DHA			AIT76101.1	A0A097J9H3	blaDHA-20	545	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter koseri 	971166			
>Lahey	KM087856.1	1	1140	blaDHA	22	Beta-lactam	Class_C_AmpC		DHA			AIT76109.1	A0A097J9H7	blaDHA-22	562	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	1030752			
>Lahey	KP050490.1	1	1140	blaDHA	10	Beta-lactam	Class_C_AmpC		DHA			AJO16043.1	A0A0C5CHB6	DHA-10	582	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	Morganella morganii 	845686			
>Lahey	KM087853.1	1	1140	blaDHA	15	Beta-lactam	Class_C_AmpC		DHA			AIT76106.1	A0A097J9H8	blaDHA-15	573	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	937127			
>Lahey	KM087855.1	1	1140	blaDHA	13	Beta-lactam	Class_C_AmpC		DHA			AIT76108.1	A0A097J9H6	blaDHA-13	582	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	Morganella morganii 	920781			
>Lahey	HG798963.1	1	1140	blaDHA	12	Beta-lactam	Class_C_AmpC		DHA			CDL68900.1	W1I7B7	blaDHA-12	584	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus mirabilis		wild		
>Lahey	KM087849.1	1	1140	blaDHA	19	Beta-lactam	Class_C_AmpC		DHA			AIT76102.1	A0A097J9J7	blaDHA-19	582	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	Morganella morganii 	960740			
>Lahey	KM087841.1	1	1140	blaDHA	18	Beta-lactam	Class_C_AmpC		DHA			AIT76094.1	A0A097J9G2	blaDHA-18	582	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	Morganella morganii 	984080			
>Lahey	HG975301.1	1	1140	blaFOX	12	Beta-lactam	Class_C_AmpC		FOX			CDP41984.1	A0A0A8LE36	blaFOX-12	648	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas caviae 	INSRAET68			
>Lahey	JTBT01000001.1	265316	266455	blaDHA	4	Beta-lactam	Class_C_AmpC		DHA			KGZ25601.1										FDAARGOS_63		PRJNA231221	SAMN02934512
>Lahey	KU759569.1	1	1140	blaDHA	24	Beta-lactam	Class_C_AmpC		DHA			AMM39807.1	A0A127AL46	blaDHA	571	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca	CNR1240	unnamed	PRJNA305729	SAMN04479208
>Lahey	KX068223.1	1	1140	blaDHA	23	Beta-lactam	Class_C_AmpC		DHA			AMY61251.1	A0A165QWV1	blaDHA	573	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	1223208			SAMN04681058
>Lahey	KM087850.1	1	1140	blaDHA	17	Beta-lactam	Class_C_AmpC		DHA			AIT76103.1	A0A097J9H1	blaDHA-17	582	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	Morganella morganii 	952519			
>CARD	AY524276	0	1137	blaSRT	2	Beta-lactam	Class_C_AmpC		SRT			AAS07017.3	Q6QVC3	CS370_08735	615	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens				
>CARD	AB008454	153	1290	blaSRT	1	Beta-lactam	Class_C_AmpC		SRT			BAA23130.1	O24823	classC beta-lactamase	615	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens	GN16694			
>ARG-Annot	AB008455	152	1288	blaSST	1	Beta-lactam			SST			BAA23131.1	O24824	classC beta-lactamase	615	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens	GN19450			
>ARG-Annot	CP002970	332756	333889	blaAmpC2		Beta-lactam						AFH15306.1										KO11FL		PRJNA62299	SAMN02604168
>Lahey	FJ437066.1	1	1134	blaCMY	44	Beta-lactam	Class_C_Carbapenemase		CMY			ACJ65711.1	B7U670		562	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	YDC107			
>CARD	AF180958	0	1131	blaACC	3	Beta-lactam	Class_C_AmpC		ACC			AAF86697.1	Q9K373	acc-3	569	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia	Hafnia alvei	HA-7			
>CARD	AE004091.2	4903465	4904596	mexV		Multi-drug_resistance	Efflux_pump	Resistance-Nodulation_Cell_Division				AAG07762.1	Q9HW28	PA4374	208964	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	PAO1		PRJNA331	SAMN02603714
>CARD	EU408357.1	52	1180	blaLRA	10	Beta-lactam			LRA			ACH58999.1	B5L5W4	blaLRA-10 AKSOIL_0012	506513						uncultured bacterium BLR10			PRJNA28853	
>CARD	AY312416	0	1122	Omp38_(B._pseudomallei)		Multi-drug_resistance	Porin					AAP82271.1	Q7WZL2	omp38	28450	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei 	ATCC			
>CARD	D37826	1070	2195	pp	flo	Phenicol	Efflux_pump	Major_Facilitator_Superfamily				BAA07072.1	Q53019		38294	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium damselae		R		
>CARD	FJ349556	1672	2785	vanSM		Glycopeptide						ACL82958.1	B8XGS0	vanSM	1352	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium 	Efm-HS0661			
>CARD	DQ212986	2979	4086	vanSG		Glycopeptide						ABA71728.1	Q6WRY7	vanSG	1351	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis 	G1-01247			
>CARD	CP000768	1405391	1406495	cmeA		Multi-drug_resistance	Efflux_pump	Resistance-Nodulation_Cell_Division				ABS43901.1	A7H509	cmeA JJD26997_1590	360109	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	269		PRJNA17163	SAMN02604056
>CARD	EU250284	3557	4658	vanTrL		Glycopeptide						ABX54690.1	A9LN38	vanTrL	1351	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis 	N06-0364			
>CARD	AF155139	2199	3297	vanSF		Glycopeptide						AAR84673.1	Q7BQ77	vanSF	78057	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus popilliae 	ATCC			
>CARD	EU250284	5415	6510	vanSL		Glycopeptide						ABX54692.1	A9LN40	vanSL	1351	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis 	N06-0364			
>CARD	HG970103.1	0	1086	efrB		Multi-drug_resistance	Efflux_pump	ATP-Binding_Casette				CDO61516.1	A0A060RPT6	efrB	1352	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium 				
>CARD	AF162694	5877	6963	vanSC		Glycopeptide						AAF86642.1	Q9KJT3	vanSc	1353	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus gallinarum	BM4174			
>CARD	HM440348	775	1861	adeS		Multi-drug_resistance	Efflux_pump	Resistance-Nodulation_Cell_Division				ADM92606.1	E1A0Z6	adeS	470	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	F			
>CARD	FJ872411	44192	45266	vanSE		Glycopeptide						AAL27446.1	Q93A42	vanSE	1351	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis 	N00-0410			
>CARD	CR628336.1	3280793	3281861	LpeA		Macrolide	Efflux_pump	Resistance-Nodulation_Cell_Division				CAH14032.1										Paris		PRJNA13127	SAMEA3138252
>ARG-Annot	AY033764	4604	5662	vanSc3		Glycopeptide						AAK58493.1	Q8VPS0	vanSc3	37734	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus casseliflavus 	CCM			
>CARD	FJ872411	39735	40794	vanE		Glycopeptide						AAL27442.1	Q93A46	vanE ddl	1351	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis 	N00-0410			
>ARG-Annot	AY265892	1	1054	blaCMG		Beta-lactam						AAP93850.1	Q6WWX8	blaCMG	550	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	MISC263			
>CARD	D78168	536	1592	emrK		Tetracycline	Efflux_pump	Major_Facilitator_Superfamily				BAA11236.1	P52599	emrK b2368 JW2365	83333	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli				
>ARG-Annot	DQ246438	124	1179	vanH		Glycopeptide						ABB88462.1	Q20FL8	vanH	76021	Actinobacteria	Actinobacteria 	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis coloradensis	DSM			
>ARG-Annot	AY033764	26	1078	vanC3		Glycopeptide						AAK58489.1	Q8VPS3	vanC3 ddl	37734	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus casseliflavus 	CCM			
>ARG-Annot	L29638	33	1085	vanC2		Glycopeptide						AAA60990.1	Q47720	vanC-2 3 ddl vanC2 RU99_GL001178	37734	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus casseliflavus 				
>ARG-Annot	EU151755	29	1081	vanC2/3		Glycopeptide						ABX79420.1	B6CBM5	3 ddl vanC2	37734	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus casseliflavus 	eS693			
>CARD	KF478993	490	1543	vanHO		Glycopeptide						AHA41499.1	V5KVA1		43767	Actinobacteria	Actinobacteria 	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus hoagii 	S7B			
>CARD	EU250284	954	2004	vanL		Glycopeptide						ABX54687.1	A9LN35	vanL ddl	1351	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis 	N06-0364			
>CARD	DQ212986	5984	7034	vanG		Glycopeptide						ABA71731.1	Q6WRY5	vanG ddl	1351	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis 	G1-01247			
>CARD	AM408573	10027	11077	cfrA		Multi-drug_resistance						CAL64019.1	A2AXI2	cfr	1292	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus warneri		pSCFS6		
>ARG-Annot	HQ679900	1034	2080	vanA	Ao2	Glycopeptide						AEI58860.1	Q9S611	ddlN ddl vanA	31958	Actinobacteria	Actinobacteria 	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis orientalis 	HCCB10007			
>ARG-Annot	AF060799	534	1580	vanH	Ao1	Glycopeptide						AAD19834.1	Q9Z6H3	vanH	31958	Actinobacteria	Actinobacteria 	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis orientalis 	C329			
>CARD	KF478993	1539	2580	vanO		Glycopeptide						AHA41500.1	V5KW92	ddl	43767	Actinobacteria	Actinobacteria 	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus hoagii 	S7B			
>CARD	KF478993	4909	5947	vanSO		Glycopeptide						AHA41504.1	V5KVA5		43767	Actinobacteria	Actinobacteria 	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus hoagii 	S7B			
>CARD	AP009048	4306556	4307588	mdtN		Multi-drug_resistance	Efflux_pump	Major_Facilitator_Superfamily				BAE78084.1	P32716	mdtN yjcR b4082 JW4043	83333	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K-12		PRJNA16351	SAMD00061081
>CARD	KX531044.1	0	1032	tetA(48)		Tetracycline	Efflux_pump	Major_Facilitator_Superfamily				APB03214.1	A0A1I9ZL11	tetA-48 AK95_20965	1120679	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. LC231	LC231			
>CARD	AY082011	5900	6932	vanD		Glycopeptide						AAM09849.1	Q9EZQ9	vanD4 ddl vanD	1352	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium 	1096A			
>CARD	FJ349556	4856	5888	vanM		Glycopeptide						ACL82961.1	B8XGS3	vanM ddl	1352	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium 	Efm-HS0661			
>CARD	AF155139	5939	6971	vanF		Glycopeptide						AAF36803.1	O52073	vanE ddl	78057	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus popilliae 	ATCC			
>CARD	M97297	6979	8010	vanA		Glycopeptide						AAA65956.1	P25051	vanA	1352	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium 				
>ARG-Annot	Y15704	23	1054	vanHA	Bc	Glycopeptide						CAB61227.1	Q9RMA6	vanA ddl	1397	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus circulans	VR0709			
>CARD	AF162694	1410	2442	vanC		Glycopeptide						AAA24786.1	P29753	vanC	1353	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus gallinarum	BM4174			
>ARG-Annot	HQ679900	1	1032	vanH	Ao2	Glycopeptide						AEI58859.1	F8STW7	vanH	31958	Actinobacteria	Actinobacteria 	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis orientalis 	HCCB10007			
>CARD	KF823969	5110	6139	vanB		Glycopeptide						AHH83938.1	Q58F99	vanB ddl	1352	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium 	SAU28			
>CARD	V01499	230	1256	APH(4)	Ia	Aminoglycoside						CAA24743.1	P00557	hph	562	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K-12			
>CARD	KP109676	0	1026	blaMSI	1	Beta-lactam	Class_B_Carbapenemase		MSI			AJP77057.1	A0A0C5LDH9	blaMSI-1	1620220	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. SB1-3	SB1-3			
>CARD	CP011502.1	3324540	3325563	ermR		Macrolide/Lincosamide/Streptogramin						ALX06067.1	Q5Y9H5	ermR AERYTH_15865	2041	Actinobacteria	Actinobacteria 	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Aeromicrobium erythreum	AR18		PRJNA284384	SAMN03701813
>ARG-Annot	AY265891	1	1013	blaZEG	1	Beta-lactam			ZEG			AAP93849.1	Q6WWX9	blaZEG	550	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	MISC609			
>CARD	KR297239.1	414	1428	adeL		Multi-drug_resistance	Efflux_pump	Resistance-Nodulation_Cell_Division				ALH22601.1	A0A0N9QZF9		470	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	BM4587			
>CARD	AF079138	1282	2293	erm30		Macrolide/Lincosamide/Streptogramin						AAC69328.1	Q9ZGI6	pikR1	54571	Actinobacteria	Actinobacteria 	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces venezuelae	ATCC			
>CARD	AF355189	1434	2439	AAC(3)-Ib/AAC(6')	Ib''	Aminoglycoside						AAL82588.1	Q8RPU6	aac(3)-Ib/aac(6')-Ib	287	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa				
>CARD	X03615	231	1230	APH(7'')	Ia	Aminoglycoside						CAA27276.1	P09979	hyg	1912	Actinobacteria	Actinobacteria 	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces hygroscopicus				
>CARD	GQ342996	797	1793	blacfxA6		Beta-lactam	Class_A_AmpC					ACT97371.1	C8C0D8		155900						uncultured organism				
>CARD	U70376	7525	8518	APH(9)	Ib	Aminoglycoside						AAB66655.1	P72441	spcN	55404	Actinobacteria	Actinobacteria 	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces netropsis 	NRRL			
>CARD	AB016934	7388	8381	fomB		Fosfomycin						BAA32494.1	Q56188	fomB	43759	Actinobacteria	Actinobacteria 	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces wedmorensis				
>CARD	EU250284	2574	3564	vanTmL		Glycopeptide						ABX54689.1	A9LN37	vanTmL	1351	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis 	N06-0364			
>CARD	AJ584652	1926	2913	AAC(6')-30/AAC(6')	Ib'_fusion_protein	Aminoglycoside						CAE48335.2	Q70E84	aac(6')-30/aac(6')-Ib'	287	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa				
>CARD	EU408358	27458	28439	blaLRA	5	Beta-lactam			LRA			ACH59002.1	B5L5W7	blaLRA-5 AKSOIL_0013	506522						uncultured bacterium BLR5			PRJNA28853	
>CARD	FJ349556	3883	4864	vanHM		Glycopeptide						ACL82960.1	B8XGS2	vanHM	1352	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium 	Efm-HS0661			
>CARD	L06249	1527	2505	oleC		Macrolide	Efflux_pump	ATP-Binding_Casette				AAA26793.1	Q53716	oleC-ORF4	1890	Actinobacteria	Actinobacteria 	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces antibioticus				
>ARG-Annot	AF426161	119	1093	blaDES	1	Beta-lactam			DES			AAM45855.1	Q8KVT3	DES-1	876	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio desulfuricans	D3			
>CARD	AY082011	4936	5908	vanHD		Glycopeptide						AAM09850.1	Q9EZR0	vanHD4 vanHD	1352	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium 	1096A			
>CARD	U35369	4006	4978	vanHB		Glycopeptide						AAB05626.1	Q47748	vanHB EF_2295	226185	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis 	V583			
>CARD	M97297	6018	6986	vanHA		Glycopeptide						AAA65955.1	Q05709	vanH	1352	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium 				
>CARD	AF079138	153	1122	erm31		Macrolide/Lincosamide/Streptogramin						AAC69327.1	Q9ZGI7	pikR2	54571	Actinobacteria	Actinobacteria 	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces venezuelae	ATCC			
>CARD	U00096	2367070	2368039	PmrF		Colistin						AAC75314.1	P77757	arnC pmrF yfbF b2254 JW2248	83333	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K-12		PRJNA225	SAMN02604091
>CARD	AF155139	4978	5947	vanHF		Glycopeptide						AAF36802.1	Q9LA09	vanHE	78057	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus popilliae 	ATCC			
>ARG-Annot	DQ018710	5109	6077	vanH	Pt	Glycopeptide						AAY52004.1	Q4U1W6	vanH	49283	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus thiaminolyticus 	PT-2B1			
>CARD	AF472622	52	1018	blacfxA3		Beta-lactam	Class_A_AmpC					AAL79549.2	Q8RT61	cfxA3	1018	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga ochracea				
>CARD	U38243	149	1115	blacfxA		Beta-lactam	Class_A_AmpC					AAB17891.1	P30899	cfxA	821	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides vulgatus	CLA341			
>CARD	AY769933	0	966	blacfxA4		Beta-lactam	Class_A_AmpC					AAV37205.1	Q5UAF9	cfxA4	817	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis				
>CARD	AF118110	71	1037	blacfxA2		Beta-lactam	Class_A_AmpC					AAD23513.1	Q9X4S7	cfxA2 CBG55_10685 CLI70_02470	28131	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella intermedia	PI			
>CARD	AY769934	27	993	blacfxA5		Beta-lactam	Class_A_AmpC					AAV37206.1	Q5UAF8	cfxA5	823	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis				
>CARD	M19269	459	1419	ermS		Macrolide/Lincosamide/Streptogramin						AAA26742.1	P45439	ermSF tlrA	1906	Actinobacteria	Actinobacteria 	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces fradiae 				
>CARD	AJ250876	36	987	blaTHIN	B	Beta-lactam	Class_B_ESBL		THIN			CAC33832.1	Q9AEF9	blaTHIN-B	29581	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium lividum	JAC1			
>ARG-Annot	Z54180	84	1028	blaBRO	1	Beta-lactam			BRO			CAA90890.1	Q49094	bla	480	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella catarrhalis 	ATCC			
>CARD	M28303	242	1187	blaEXO	1	Beta-lactam	Class_A_AmpC		EXO			AAA26775.1	P14559		1962	Actinobacteria	Actinobacteria 	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albus	G			
>ARG-Annot	Z54181	63	1007	blaBRO	2	Beta-lactam			BRO			CAA90891.1	Q49095	bla	480	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella catarrhalis 	ATCC			
>CARD	AF148067	213	1158	blaTLA	1	Beta-lactam	Class_A_ESBL		TLA			AAD37403.1	Q9X6W1	tla-1	562	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli		RZA92		
>ARG-Annot	KP689347	8603	9544	blaBKC	1	Beta-lactam			BKC			AKD43328.1	A0A0F6QEY8	blaBKC-1	573	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	A60136	p60136		
>CARD	CP007005	1250264	1251203	blaCARB	23	Beta-lactam	Class_A_Carbapenemase		CARB			AHJ02283.1										UCM-V493		PRJNA229758	SAMN03081521
>CARD	D14532	1038	1974	ermW		Macrolide/Lincosamide/Streptogramin						BAA03402.1	P43433	myrB	28040	Actinobacteria	Actinobacteria 	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora griseorubida	A11725			
>ARG-Annot	AF279904	160	1092	blaAST	1	Beta-lactam			AST			AAG44836.1	Q9EZQ7	bla ast1	1824	Actinobacteria	Actinobacteria 	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia asteroides				
>CARD	CP006005	1728735	1729668	blaCARB	21	Beta-lactam	Class_A_Carbapenemase		CARB			AGQ93789.1	S5IYD2	M634_24140	1338034	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus	FDA_R31		PRJNA203445	SAMN02179882
>CARD	AY453161	500	1430	Bla1		Beta-lactam	Class_A_AmpC					AAR20595.1	Q93T42	bla1 GBAA_2507	1392	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	UT223			
>ARG-Annot	AY354402	82	1011	blaSFC	1	Beta-lactam			SFC			AAR06587.1	Q6JP75		47917	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia fonticola	UTAD54			
>ARG-Annot	HQ541434	3071	4000	blaPME	1	Beta-lactam			PME			ADW20349.1	E9N9H5		287	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	GB771			
>CARD	KX531056.1	0	927	mphI		Macrolide						APB03226.1	A0A1I9ZJL0	mphI AK95_10365	1120679	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. LC231	LC231			
>Lahey	FJ627180.1	1	926	blaPER	5	Beta-lactam	Class_A_ESBL		PER			ACN22483.1	C0KTK2	blaPER-5	587	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia rettgeri	25-3141A			
>Lahey	LC110323.1	1	927	blaPER	9	Beta-lactam	Class_A_ESBL		PER			BAU25894.1	A0A0U5B2K6	blaPER-9	470	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	MyNCGM123			
